User ID,Clothing ID,Age,Review Text,Rating,Recommended IND,Positive Feedback Count,Class Name
1049,2550,53,Perfect for summer.,5,0,15,Pants
1050,2932,44,Material feels cheap.,3,1,20,Pants
1051,2517,42,Material feels cheap.,5,0,12,Sweater
1052,2603,26,Would buy again!,3,0,4,Sweater
1053,2486,36,Highly recommended!,3,0,12,Jacket
1054,2045,51,"Great quality, loved it!",1,1,12,Shorts
1055,2023,29,Perfect for summer.,3,0,18,Shorts
1056,2624,56,Highly recommended!,3,1,17,Dress
1057,2336,38,Would buy again!,1,0,8,Shorts
1058,2650,21,Perfect for summer.,2,1,14,Jeans
1059,2073,30,Size was too small.,2,1,1,Shirt
1060,2227,51,"Great quality, loved it!",3,0,1,Dress
1061,2045,48,Not worth the price.,4,1,8,Shirt
1062,2882,51,Fabric is soft and comfortable.,1,0,13,Pants
1063,2659,21,Perfect for summer.,5,1,7,Shirt
1064,2328,45,Color faded after first wash.,2,0,3,Shirt
1065,2673,48,Color faded after first wash.,1,0,4,Jacket
1066,2159,50,Material feels cheap.,5,0,14,Jeans
1067,2263,26,Would buy again!,1,1,9,Skirt
1068,2921,24,Color faded after first wash.,4,0,16,T-shirt
1069,2068,48,Amazing fit and stylish.,5,0,8,Pants
1070,2111,43,Color faded after first wash.,2,1,3,Shorts
1071,2010,23,Material feels cheap.,1,0,3,Blouse
1072,2529,27,Material feels cheap.,5,0,14,Dress
1073,2673,48,Would buy again!,3,1,12,Shirt
1074,2188,18,"Great quality, loved it!",2,0,4,Pants
1075,2331,19,Color faded after first wash.,5,0,11,Jacket
1076,2959,36,Would buy again!,5,0,6,Dress
1077,2259,34,Would buy again!,3,1,18,Pants
1078,2473,34,Amazing fit and stylish.,4,0,7,Jacket
1079,2128,50,Color faded after first wash.,2,1,7,Pants
1080,2221,53,"Great quality, loved it!",1,0,8,Sweater
1081,2467,25,Fabric is soft and comfortable.,1,1,13,Shirt
1082,2706,34,Would buy again!,2,0,9,Skirt
1083,2024,26,Highly recommended!,2,1,17,Shirt
1084,2862,46,Highly recommended!,3,0,15,Jacket
1085,2054,21,Highly recommended!,2,0,1,T-shirt
1086,2047,24,Material feels cheap.,2,1,14,Pants
1087,2325,29,Material feels cheap.,2,0,8,Dress
1088,2311,52,Fabric is soft and comfortable.,5,1,14,Jacket
1089,2661,33,Not worth the price.,5,0,10,T-shirt
1090,2537,28,Would buy again!,4,0,17,Jeans
1091,2362,31,Not worth the price.,2,0,17,Shirt
1092,2394,31,Fabric is soft and comfortable.,5,1,17,Jacket
1093,2972,57,Perfect for summer.,5,1,0,Sweater
1094,2465,29,"Great quality, loved it!",3,1,12,Shorts
1095,2948,26,Fabric is soft and comfortable.,2,0,15,Shorts
1096,2224,36,Size was too small.,2,0,1,Dress
1097,2681,60,Not worth the price.,2,0,10,Blouse
1098,2978,24,Amazing fit and stylish.,5,1,1,Jacket
1099,2747,37,Not worth the price.,1,1,8,Skirt
1100,2319,50,Amazing fit and stylish.,1,1,4,Shirt
1101,2838,39,Perfect for summer.,3,0,8,Jacket
1102,2234,22,"Great quality, loved it!",2,0,20,Shorts
1103,2778,60,Color faded after first wash.,4,0,2,Sweater
1104,2888,59,Would buy again!,2,1,8,Sweater
1105,2049,45,Color faded after first wash.,5,1,4,Shorts
1106,2200,39,Amazing fit and stylish.,2,1,16,T-shirt
1107,2992,55,Not worth the price.,3,0,4,Jacket
1108,2062,41,Size was too small.,5,0,3,Shorts
1109,2189,52,Highly recommended!,4,0,14,Shirt
1110,2562,43,Highly recommended!,5,0,7,T-shirt
1111,2664,20,"Great quality, loved it!",3,0,3,Blouse
1112,2165,22,Color faded after first wash.,2,0,18,Pants
1113,2799,22,Color faded after first wash.,4,0,15,Blouse
1114,2186,25,Fabric is soft and comfortable.,1,0,4,Jacket
1115,2316,41,Material feels cheap.,1,0,20,Sweater
1116,2025,29,Perfect for summer.,4,1,20,Skirt
1117,2908,28,Highly recommended!,3,1,16,Jeans
1118,2864,23,Highly recommended!,3,1,3,Skirt
1119,2258,31,Perfect for summer.,2,0,18,Jeans
1120,2560,43,Not worth the price.,1,0,19,Jacket
1121,2984,56,Color faded after first wash.,1,0,14,T-shirt
1122,2494,32,Color faded after first wash.,3,1,4,Jeans
1123,2108,39,Amazing fit and stylish.,4,1,13,Pants
1124,2669,29,Size was too small.,3,1,10,Dress
1125,2035,56,Highly recommended!,4,1,11,Jacket
1126,2557,26,Highly recommended!,5,0,1,Blouse
1127,2583,39,Size was too small.,2,0,7,T-shirt
1128,2643,41,Would buy again!,5,1,8,Dress
1129,2384,46,Highly recommended!,1,0,16,Jeans
1130,2772,51,Not worth the price.,2,0,7,Jeans
1131,2777,51,Amazing fit and stylish.,3,1,3,Shirt
1132,2983,33,Perfect for summer.,1,0,6,Shorts
1133,2049,40,Color faded after first wash.,4,0,11,Shorts
1134,2730,44,Not worth the price.,5,1,17,T-shirt
1135,2365,44,Size was too small.,4,0,18,Sweater
1136,2821,28,Highly recommended!,5,0,10,Sweater
1137,2738,28,Highly recommended!,2,0,3,Shorts
1138,2894,20,Size was too small.,4,1,20,Shorts
1139,2014,39,Not worth the price.,2,1,17,T-shirt
1140,2574,55,Would buy again!,4,0,11,Jacket
1141,2687,47,Fabric is soft and comfortable.,4,0,17,Shirt
1142,2842,55,Material feels cheap.,4,0,6,Shirt
1143,2583,49,Fabric is soft and comfortable.,1,1,18,Shirt
1144,2633,30,Material feels cheap.,3,1,13,Pants
1145,2585,37,Fabric is soft and comfortable.,2,1,18,Sweater
1146,2078,39,Would buy again!,5,1,14,Dress
1147,2537,40,Amazing fit and stylish.,1,0,15,T-shirt
1148,2506,59,Fabric is soft and comfortable.,3,0,7,Shorts
1149,2127,38,Would buy again!,5,0,13,Skirt
1150,2728,48,Color faded after first wash.,1,0,1,T-shirt
1151,2312,20,Would buy again!,3,0,19,Shorts
1152,2942,41,Fabric is soft and comfortable.,2,0,18,Shirt
1153,2412,24,Amazing fit and stylish.,5,1,4,Shirt
1154,2571,22,Size was too small.,3,0,16,Sweater
1155,2374,53,Fabric is soft and comfortable.,1,0,1,Jeans
1156,2675,52,Not worth the price.,1,1,4,Shirt
1157,2710,44,Size was too small.,3,0,4,Pants
1158,2090,57,Perfect for summer.,3,1,8,Jeans
1159,2820,60,Fabric is soft and comfortable.,1,1,9,T-shirt
1160,2340,50,Perfect for summer.,2,1,20,Skirt
1161,2663,47,Fabric is soft and comfortable.,5,0,4,Shorts
1162,2713,53,Not worth the price.,5,0,19,Skirt
1163,2378,52,Size was too small.,4,1,3,Sweater
1164,2073,18,Highly recommended!,3,1,20,Shorts
1165,2859,42,Would buy again!,3,1,19,T-shirt
1166,2264,40,Amazing fit and stylish.,3,0,9,Jeans
1167,2720,24,Not worth the price.,3,1,9,Dress
1168,2643,47,Perfect for summer.,1,1,5,Dress
1169,2627,21,Fabric is soft and comfortable.,5,0,20,Pants
1170,2794,59,Fabric is soft and comfortable.,1,1,10,Dress
1171,2139,39,Material feels cheap.,5,0,2,T-shirt
1172,2163,47,Highly recommended!,4,1,8,T-shirt
1173,2750,46,Highly recommended!,2,1,9,Jeans
1174,2524,30,Would buy again!,1,1,19,Jacket
1175,2273,20,Not worth the price.,5,0,20,Shirt
1176,2777,34,Highly recommended!,3,0,19,Blouse
1177,2810,35,"Great quality, loved it!",4,1,6,Jacket
1178,2381,29,Highly recommended!,5,1,13,Shirt
1179,2039,31,Not worth the price.,2,1,4,Dress
1180,2942,30,Highly recommended!,5,1,1,Pants
1181,2750,54,"Great quality, loved it!",1,0,11,T-shirt
1182,2689,27,Color faded after first wash.,2,1,12,Jacket
1183,2132,36,Material feels cheap.,2,0,15,Shorts
1184,2890,18,Highly recommended!,4,1,7,Pants
1185,2636,47,Fabric is soft and comfortable.,5,0,12,T-shirt
1186,2794,23,Amazing fit and stylish.,1,0,1,T-shirt
1187,2326,57,Amazing fit and stylish.,3,0,19,Dress
1188,2474,48,Material feels cheap.,2,0,16,Shorts
1189,2310,56,Fabric is soft and comfortable.,1,1,14,Dress
1190,2104,25,Amazing fit and stylish.,1,1,16,Dress
1191,2332,38,Size was too small.,1,1,9,Blouse
1192,2343,52,Amazing fit and stylish.,4,1,9,Pants
1193,2975,48,Amazing fit and stylish.,2,0,20,Shorts
1194,2654,48,Highly recommended!,1,0,20,Jacket
1195,2196,18,Would buy again!,3,0,15,Jacket
1196,2497,59,Size was too small.,2,1,13,Blouse
1197,2242,29,Amazing fit and stylish.,4,0,10,Blouse
1198,2544,39,Not worth the price.,2,1,20,Shorts
1199,2431,45,Not worth the price.,5,0,10,Shirt
1200,2338,25,Size was too small.,2,0,19,Shirt
1201,2268,58,Amazing fit and stylish.,3,1,2,Shorts
1202,2622,29,Amazing fit and stylish.,2,0,10,Shirt
1203,2598,58,Fabric is soft and comfortable.,4,1,0,Jacket
1204,2933,31,Highly recommended!,5,1,20,Blouse
1205,2489,37,Would buy again!,4,0,7,Blouse
1206,2468,44,Perfect for summer.,4,0,18,Jacket
1207,2124,49,Amazing fit and stylish.,5,0,14,Skirt
1208,2622,60,Size was too small.,3,1,8,T-shirt
1209,2317,26,Would buy again!,4,0,16,Shorts
1210,2883,29,Perfect for summer.,2,1,0,Sweater
1211,2786,48,Highly recommended!,2,0,7,Shirt
1212,2626,38,Not worth the price.,2,0,4,Dress
1213,2309,49,Amazing fit and stylish.,5,1,11,Shorts
1214,2589,21,Material feels cheap.,4,0,12,Jacket
1215,2375,22,Material feels cheap.,2,1,20,Sweater
1216,2540,18,Not worth the price.,5,0,0,Jacket
1217,2784,27,Fabric is soft and comfortable.,2,0,18,Sweater
1218,2767,34,Not worth the price.,1,0,17,Blouse
1219,2644,36,Material feels cheap.,3,1,11,Skirt
1220,2382,20,Perfect for summer.,4,1,20,T-shirt
1221,2752,52,Fabric is soft and comfortable.,1,1,9,Skirt
1222,2248,18,Highly recommended!,3,0,9,Sweater
1223,2690,52,"Great quality, loved it!",5,0,0,Pants
1224,2641,26,Highly recommended!,4,0,2,Shirt
1225,2921,35,Would buy again!,2,0,19,Sweater
1226,2754,42,Would buy again!,5,0,5,Shorts
1227,2407,41,Perfect for summer.,1,0,14,Pants
1228,2637,40,Perfect for summer.,2,0,0,Jacket
1229,2837,29,"Great quality, loved it!",2,1,11,Dress
1230,2443,21,Would buy again!,3,1,10,Shorts
1231,2756,59,Size was too small.,2,1,18,Jacket
1232,2582,43,Amazing fit and stylish.,3,1,6,Skirt
1233,2817,58,"Great quality, loved it!",5,1,16,Skirt
1234,2287,31,Would buy again!,3,1,12,Jeans
1235,2794,25,Perfect for summer.,1,1,5,T-shirt
1236,2112,52,"Great quality, loved it!",1,1,1,Dress
1237,2438,27,Perfect for summer.,3,1,4,Dress
1238,2256,55,Perfect for summer.,1,0,19,Jacket
1239,2215,57,Size was too small.,4,0,16,Dress
1240,2262,40,Would buy again!,3,0,7,Jeans
1241,2602,32,Fabric is soft and comfortable.,4,1,6,Pants
1242,2245,26,Not worth the price.,2,1,7,Blouse
1243,2895,55,Would buy again!,3,1,17,Sweater
1244,2206,51,"Great quality, loved it!",1,0,1,Skirt
1245,2820,60,Amazing fit and stylish.,5,1,12,Blouse
1246,2532,31,Material feels cheap.,3,0,13,Skirt
1247,2626,44,Amazing fit and stylish.,4,0,4,T-shirt
1248,2627,19,Amazing fit and stylish.,3,0,11,Dress
1249,2929,48,Not worth the price.,3,0,19,Skirt
1250,2874,57,Not worth the price.,3,1,7,Dress
1251,2084,41,Size was too small.,3,0,11,T-shirt
1252,2648,37,Material feels cheap.,5,0,12,Sweater
1253,2527,51,Not worth the price.,2,1,20,Shorts
1254,2699,30,Fabric is soft and comfortable.,3,1,4,Jacket
1255,2990,27,Highly recommended!,5,1,15,Blouse
1256,2390,25,Highly recommended!,2,0,20,Skirt
1257,2768,29,"Great quality, loved it!",3,1,10,Shorts
1258,2303,44,Fabric is soft and comfortable.,5,1,1,Jeans
1259,2191,52,Material feels cheap.,5,0,11,Jeans
1260,2989,39,Perfect for summer.,5,1,15,Jeans
1261,2428,46,Highly recommended!,5,1,3,Dress
1262,2891,46,Fabric is soft and comfortable.,4,1,6,Blouse
1263,2952,35,Amazing fit and stylish.,5,1,17,Jacket
1264,2963,26,Fabric is soft and comfortable.,1,1,15,Skirt
1265,2420,59,Color faded after first wash.,2,1,14,Jeans
1266,2679,20,Amazing fit and stylish.,5,0,9,Dress
1267,2333,18,Amazing fit and stylish.,2,0,6,Jeans
1268,2148,38,Highly recommended!,2,0,4,T-shirt
1269,2897,46,Not worth the price.,2,0,6,Sweater
1270,2852,55,Color faded after first wash.,3,1,6,Shorts
1271,2230,49,Perfect for summer.,3,0,18,Jacket
1272,2735,24,Amazing fit and stylish.,2,1,18,T-shirt
1273,2830,25,Highly recommended!,2,1,11,Dress
1274,2190,23,Color faded after first wash.,1,0,2,Blouse
1275,2834,26,Would buy again!,3,1,11,Pants
1276,2848,42,Highly recommended!,3,1,3,Dress
1277,2648,27,Not worth the price.,5,1,2,Shirt
1278,2781,37,Highly recommended!,2,0,13,Jeans
1279,2080,31,Color faded after first wash.,3,0,7,Shorts
1280,2026,59,Fabric is soft and comfortable.,5,1,15,T-shirt
1281,2487,38,Size was too small.,5,0,16,Blouse
1282,2725,25,"Great quality, loved it!",1,1,14,Pants
1283,2546,33,Perfect for summer.,3,0,8,Jeans
1284,2138,33,Material feels cheap.,5,0,3,Dress
1285,2588,56,Perfect for summer.,2,1,15,T-shirt
1286,2164,23,Size was too small.,5,0,8,Pants
1287,2143,31,Not worth the price.,5,1,8,Jacket
1288,2252,26,Perfect for summer.,4,1,17,Skirt
1289,2946,43,Material feels cheap.,2,0,0,Blouse
1290,2678,20,Would buy again!,5,0,11,T-shirt
1291,2418,27,Highly recommended!,1,1,6,Blouse
1292,2898,60,Material feels cheap.,3,1,17,Pants
1293,2000,44,Not worth the price.,1,0,9,Shirt
1294,2143,20,Would buy again!,4,1,7,Pants
1295,2640,41,Highly recommended!,4,1,15,Shorts
1296,2363,30,Amazing fit and stylish.,2,1,3,T-shirt
1297,2624,52,Material feels cheap.,4,1,3,Dress
1298,2414,35,Color faded after first wash.,1,0,20,Pants
1299,2952,51,Color faded after first wash.,5,0,18,Pants
1300,2232,55,Would buy again!,4,1,14,Blouse
1301,2380,29,Color faded after first wash.,5,0,16,Blouse
1302,2251,58,Amazing fit and stylish.,3,0,17,Shirt
1303,2800,28,Amazing fit and stylish.,5,1,12,Jeans
1304,2142,28,Amazing fit and stylish.,5,1,8,Sweater
1305,2371,46,Not worth the price.,5,0,12,Shirt
1306,2917,50,Size was too small.,1,0,7,T-shirt
1307,2476,33,Perfect for summer.,3,0,12,Dress
1308,2507,35,Color faded after first wash.,5,1,13,Pants
1309,2682,25,"Great quality, loved it!",1,1,16,Pants
1310,2483,31,Would buy again!,4,1,14,Blouse
1311,2333,42,"Great quality, loved it!",4,1,18,Shirt
1312,2757,41,Color faded after first wash.,3,1,10,Dress
1313,2396,22,Fabric is soft and comfortable.,2,1,3,Shirt
1314,2265,49,Not worth the price.,4,0,9,Jacket
1315,2556,40,Fabric is soft and comfortable.,3,1,2,Pants
1316,2177,58,Not worth the price.,3,0,1,Jacket
1317,2100,32,Color faded after first wash.,4,1,4,Shirt
1318,2880,20,Color faded after first wash.,1,1,19,Jacket
1319,2517,52,Size was too small.,1,1,3,Dress
1320,2939,21,Would buy again!,4,0,13,Skirt
1321,2500,41,Highly recommended!,4,0,3,Pants
1322,2699,24,Amazing fit and stylish.,2,0,1,T-shirt
1323,2876,27,Color faded after first wash.,3,1,18,Jacket
1324,2988,24,Would buy again!,5,1,10,Shirt
1325,2463,19,Amazing fit and stylish.,3,0,16,Shirt
1326,2774,44,Highly recommended!,5,1,10,T-shirt
1327,2810,24,Color faded after first wash.,2,0,17,Pants
1328,2910,31,Size was too small.,2,1,2,Jeans
1329,2243,43,Not worth the price.,5,1,2,Skirt
1330,2335,49,Highly recommended!,2,1,13,Jacket
1331,2044,25,Material feels cheap.,1,1,5,Blouse
1332,2685,25,Highly recommended!,2,0,19,Blouse
1333,2556,42,Size was too small.,1,0,19,Shorts
1334,2190,45,Color faded after first wash.,2,1,4,T-shirt
1335,2577,51,Fabric is soft and comfortable.,5,0,13,Skirt
1336,2451,27,Size was too small.,5,0,6,Shorts
1337,2864,54,Perfect for summer.,4,1,1,T-shirt
1338,2658,26,"Great quality, loved it!",2,0,17,Shorts
1339,2104,60,Color faded after first wash.,1,0,11,Shirt
1340,2607,32,Perfect for summer.,1,1,12,Sweater
1341,2805,26,Would buy again!,5,1,16,Dress
1342,2031,43,Fabric is soft and comfortable.,3,0,18,Skirt
1343,2461,57,Fabric is soft and comfortable.,4,1,20,Pants
1344,2293,36,"Great quality, loved it!",2,0,11,T-shirt
1345,2363,19,Not worth the price.,5,0,0,Pants
1346,2134,50,Perfect for summer.,4,1,18,Pants
1347,2808,19,Size was too small.,3,1,13,T-shirt
1348,2529,47,Amazing fit and stylish.,4,1,14,Sweater
1349,2930,33,"Great quality, loved it!",5,1,4,Jacket
1350,2089,24,Highly recommended!,2,1,15,T-shirt
1351,2459,43,Highly recommended!,4,0,13,Blouse
1352,2955,38,Material feels cheap.,4,0,10,Dress
1353,2040,33,Material feels cheap.,1,1,7,Blouse
1354,2226,56,Color faded after first wash.,5,0,0,Skirt
1355,2230,44,Highly recommended!,5,0,15,Sweater
1356,2190,55,Color faded after first wash.,4,1,8,Sweater
1357,2695,38,Perfect for summer.,1,1,7,T-shirt
1358,2609,29,Highly recommended!,1,0,5,T-shirt
1359,2869,19,Color faded after first wash.,3,1,11,Blouse
1360,2747,29,Color faded after first wash.,1,0,5,Blouse
1361,2329,54,Not worth the price.,4,1,6,Jeans
1362,2448,30,Size was too small.,5,0,19,Jeans
1363,2147,33,Amazing fit and stylish.,5,1,13,Jacket
1364,2778,28,Perfect for summer.,5,0,9,Jeans
1365,2594,50,Highly recommended!,4,1,13,Dress
1366,2456,31,Perfect for summer.,1,0,15,Jeans
1367,2937,39,Amazing fit and stylish.,4,1,7,Skirt
1368,2696,19,Perfect for summer.,1,1,10,Skirt
1369,2041,59,Not worth the price.,1,1,2,Pants
1370,2334,52,"Great quality, loved it!",1,1,13,Dress
1371,2753,25,Amazing fit and stylish.,1,1,8,Skirt
1372,2116,21,Fabric is soft and comfortable.,5,0,2,T-shirt
1373,2840,29,Fabric is soft and comfortable.,2,0,12,Shirt
1374,2865,35,Fabric is soft and comfortable.,2,0,4,Sweater
1375,2421,28,Not worth the price.,2,0,7,Shorts
1376,2279,49,Size was too small.,5,1,3,Blouse
1377,2642,43,Perfect for summer.,4,1,17,Dress
1378,2455,47,Perfect for summer.,1,0,11,Dress
1379,2180,25,Would buy again!,2,0,18,Jeans
1380,2335,28,Not worth the price.,3,1,2,T-shirt
1381,2118,51,Highly recommended!,3,1,14,T-shirt
1382,2270,32,Would buy again!,1,1,1,Jeans
1383,2365,58,Perfect for summer.,5,1,14,Blouse
1384,2407,22,Amazing fit and stylish.,2,1,17,Jeans
1385,2763,28,Fabric is soft and comfortable.,2,0,14,Blouse
1386,2143,50,Highly recommended!,2,0,14,Pants
1387,2519,46,Not worth the price.,3,1,4,Dress
1388,2423,24,"Great quality, loved it!",1,1,4,Pants
1389,2078,45,Not worth the price.,2,1,19,Skirt
1390,2750,24,Would buy again!,3,1,15,Dress
1391,2357,18,Amazing fit and stylish.,4,0,17,Jacket
1392,2980,39,Would buy again!,1,0,10,Skirt
1393,2256,50,Color faded after first wash.,1,1,20,Sweater
1394,2663,59,Fabric is soft and comfortable.,5,0,1,Shorts
1395,2385,45,Size was too small.,1,1,13,Jeans
1396,2458,44,Would buy again!,4,1,6,Skirt
1397,2671,25,Fabric is soft and comfortable.,5,0,8,Pants
1398,2966,48,Amazing fit and stylish.,1,1,6,Shorts
1399,2292,55,Material feels cheap.,1,1,18,Shorts
1400,2917,24,Would buy again!,4,0,10,Pants
1401,2646,26,Not worth the price.,4,0,0,T-shirt
1402,2871,24,Perfect for summer.,2,1,11,Skirt
1403,2725,40,Perfect for summer.,4,1,10,Pants
1404,2879,29,Size was too small.,4,1,8,Blouse
1405,2297,34,Material feels cheap.,5,1,4,Jacket
1406,2223,26,Would buy again!,1,1,14,Dress
1407,2657,38,Highly recommended!,1,0,8,Shorts
1408,2696,35,Not worth the price.,5,0,3,Dress
1409,2965,48,Amazing fit and stylish.,5,1,11,Skirt
1410,2043,22,Fabric is soft and comfortable.,4,0,2,Dress
1411,2717,33,Would buy again!,5,1,14,Jeans
1412,2205,50,Would buy again!,3,1,12,T-shirt
1413,2420,46,Would buy again!,4,0,7,Blouse
1414,2703,46,Color faded after first wash.,4,0,6,Sweater
1415,2473,27,Would buy again!,3,0,4,Shorts
1416,2817,18,"Great quality, loved it!",5,1,4,T-shirt
1417,2669,37,Size was too small.,5,0,11,Skirt
1418,2819,43,"Great quality, loved it!",5,0,9,Dress
1419,2438,29,Would buy again!,4,1,14,Shirt
1420,2196,53,Perfect for summer.,5,1,10,Dress
1421,2962,32,Would buy again!,2,0,13,Blouse
1422,2510,18,Color faded after first wash.,4,0,2,Jeans
1423,2903,28,Would buy again!,1,1,7,Shirt
1424,2570,30,Would buy again!,5,0,0,Skirt
1425,2569,20,Not worth the price.,1,0,5,Shirt
1426,2256,44,Not worth the price.,1,1,6,Blouse
1427,2711,51,Perfect for summer.,3,1,5,Pants
1428,2335,48,Would buy again!,4,1,4,T-shirt
1429,2241,60,Color faded after first wash.,4,1,4,Dress
1430,2174,26,Not worth the price.,2,0,14,Dress
1431,2677,51,Highly recommended!,3,0,8,Pants
1432,2319,36,Perfect for summer.,5,0,20,Dress
1433,2024,36,"Great quality, loved it!",4,0,0,Shirt
1434,2540,19,Perfect for summer.,1,0,10,Pants
1435,2865,49,Perfect for summer.,5,0,3,Jacket
1436,2234,48,Color faded after first wash.,1,1,5,Dress
1437,2148,19,Not worth the price.,4,1,20,Blouse
1438,2437,24,Would buy again!,4,1,0,Shirt
1439,2916,22,Material feels cheap.,5,1,15,Dress
1440,2130,25,Perfect for summer.,2,1,2,Shorts
1441,2156,32,Perfect for summer.,4,1,19,Dress
1442,2002,57,Material feels cheap.,2,1,3,Pants
1443,2330,53,Fabric is soft and comfortable.,3,0,0,Pants
1444,2111,43,Not worth the price.,3,0,18,Shirt
1445,2696,21,Material feels cheap.,4,0,11,Jeans
1446,2143,20,Material feels cheap.,5,0,12,Sweater
1447,2405,58,Fabric is soft and comfortable.,5,1,10,Jeans
1448,2647,34,Not worth the price.,4,0,5,Blouse
1449,2931,47,Would buy again!,1,1,16,Sweater
1450,2628,39,Color faded after first wash.,1,1,18,T-shirt
1451,2664,37,Material feels cheap.,4,1,7,Shirt
1452,2498,21,Color faded after first wash.,1,0,0,T-shirt
1453,2944,57,Fabric is soft and comfortable.,5,1,1,Sweater
1454,2647,54,Fabric is soft and comfortable.,3,0,11,T-shirt
1455,2411,34,Material feels cheap.,5,1,0,Pants
1456,2032,22,Not worth the price.,2,0,2,Pants
1457,2043,39,Highly recommended!,3,0,9,Jeans
1458,2168,60,"Great quality, loved it!",5,0,13,Shirt
1459,2686,52,Would buy again!,2,0,3,Blouse
1460,2658,53,Perfect for summer.,3,0,1,Dress
1461,2547,23,Would buy again!,2,0,20,Jacket
1462,2943,33,Would buy again!,3,1,18,Sweater
1463,2748,21,Material feels cheap.,3,1,14,T-shirt
1464,2229,32,Color faded after first wash.,3,0,0,T-shirt
1465,2516,54,Would buy again!,4,0,9,Pants
1466,2230,31,Amazing fit and stylish.,4,0,1,Dress
1467,2167,23,Size was too small.,5,1,16,Sweater
1468,2633,20,Amazing fit and stylish.,4,0,7,Jeans
1469,2548,55,"Great quality, loved it!",3,0,3,Shirt
1470,2469,23,Perfect for summer.,2,0,11,Skirt
1471,2214,56,Would buy again!,1,1,15,Jeans
1472,2678,18,Highly recommended!,3,0,12,Dress
1473,2184,57,Perfect for summer.,1,1,19,Skirt
1474,2406,46,Would buy again!,5,1,13,Shirt
1475,2534,19,"Great quality, loved it!",4,1,0,Pants
1476,2090,31,Color faded after first wash.,2,0,15,Shorts
1477,2042,34,Material feels cheap.,2,1,4,Shirt
1478,2241,41,Color faded after first wash.,1,1,13,Pants
1479,2006,53,Not worth the price.,1,1,10,Shirt
1480,2893,58,"Great quality, loved it!",2,0,2,Jacket
1481,2133,45,Highly recommended!,4,0,11,Pants
1482,2575,24,Not worth the price.,5,1,11,Dress
1483,2116,47,"Great quality, loved it!",3,0,4,Jeans
1484,2953,47,Would buy again!,2,1,16,Jeans
1485,2637,24,Amazing fit and stylish.,2,0,11,Skirt
1486,2355,45,Not worth the price.,4,1,1,Pants
1487,2260,28,Not worth the price.,3,1,16,Jacket
1488,2191,45,Amazing fit and stylish.,1,0,10,Pants
1489,2430,24,"Great quality, loved it!",1,1,16,Pants
1490,2989,52,Color faded after first wash.,5,0,4,Pants
1491,2589,33,Highly recommended!,1,0,3,Dress
