User ID,Product Name,Rating,Review Text
1114,Shirt,2,"Great quality, loved it!"
1115,Shirt,3,Amazing fit and stylish.
1115,Shirt,4,Size was too small.
1116,Pants,1,Not worth the price.
1116,Pants,2,Color faded after first wash.
1116,Shirt,5,Amazing fit and stylish.
1117,Sweater,3,Material feels cheap.
1118,Shirt,4,Fabric is soft and comfortable.
1119,T-shirt,2,Not worth the price.
1119,T-shirt,5,"Great quality, loved it!"
1119,Jacket,3,Color faded after first wash.
1120,Shorts,4,Highly recommended!
1120,Jacket,5,Highly recommended!
1120,Skirt,1,Would buy again!
1121,T-shirt,3,Highly recommended!
1121,Blouse,2,Size was too small.
1122,Skirt,2,Perfect for summer.
1123,Dress,3,Size was too small.
1123,Sweater,4,Material feels cheap.
1123,Dress,3,Size was too small.
1124,Sweater,5,Highly recommended!
1125,Shirt,3,Not worth the price.
1126,Blouse,3,Not worth the price.
1127,Shorts,3,Fabric is soft and comfortable.
1128,Sweater,1,Amazing fit and stylish.
1128,Pants,4,Highly recommended!
1128,Pants,1,Would buy again!
1129,Dress,2,Size was too small.
1129,Jeans,2,Would buy again!
1129,Skirt,2,Highly recommended!
1130,Dress,4,Highly recommended!
1130,Dress,3,Highly recommended!
1130,Dress,4,Highly recommended!
1131,Shirt,4,Highly recommended!
1131,Pants,1,Color faded after first wash.
1132,T-shirt,3,Highly recommended!
1133,Pants,5,Fabric is soft and comfortable.
1134,Blouse,3,Fabric is soft and comfortable.
1134,Pants,4,Material feels cheap.
1135,Dress,5,Would buy again!
1135,Pants,1,Not worth the price.
1135,Skirt,5,Perfect for summer.
1135,T-shirt,2,Amazing fit and stylish.
1136,Shorts,5,Not worth the price.
1137,Pants,2,Not worth the price.
1138,T-shirt,4,Material feels cheap.
1139,Jeans,4,Fabric is soft and comfortable.
1139,Jeans,1,Would buy again!
1140,Jeans,3,Would buy again!
1140,Shirt,1,Would buy again!
1141,Dress,2,Size was too small.
1141,Blouse,2,Amazing fit and stylish.
1141,Jeans,4,Perfect for summer.
1142,T-shirt,4,Size was too small.
1143,Pants,3,Perfect for summer.
1143,Sweater,4,Fabric is soft and comfortable.
1144,Shirt,1,Fabric is soft and comfortable.
1145,Jeans,2,Color faded after first wash.
1145,Sweater,1,"Great quality, loved it!"
1146,Shorts,1,Would buy again!
1147,Dress,4,Perfect for summer.
1147,Sweater,3,Highly recommended!
1147,Skirt,3,Fabric is soft and comfortable.
1147,Sweater,1,Material feels cheap.
1148,Dress,4,Size was too small.
1148,Dress,4,Highly recommended!
1148,Skirt,4,Color faded after first wash.
1149,Shorts,3,Highly recommended!
1149,Dress,2,Would buy again!
1150,Pants,4,Would buy again!
1150,Blouse,5,Not worth the price.
1151,Pants,5,"Great quality, loved it!"
1151,Jeans,4,"Great quality, loved it!"
1151,Shorts,5,Fabric is soft and comfortable.
1152,Shorts,1,Size was too small.
1153,T-shirt,5,Perfect for summer.
1153,Shirt,3,Fabric is soft and comfortable.
1153,Dress,5,Perfect for summer.
1153,Pants,3,"Great quality, loved it!"
1154,Blouse,3,Perfect for summer.
1154,Jeans,1,Perfect for summer.
1154,Skirt,4,Material feels cheap.
1155,Jacket,2,"Great quality, loved it!"
1155,Blouse,2,Fabric is soft and comfortable.
1156,Jeans,3,Size was too small.
1156,Blouse,1,Perfect for summer.
1157,Skirt,1,Perfect for summer.
1157,Shorts,4,"Great quality, loved it!"
1157,Jacket,1,Amazing fit and stylish.
1157,Jacket,3,Not worth the price.
1158,Shorts,3,Fabric is soft and comfortable.
1159,Dress,1,Would buy again!
1160,Dress,3,Color faded after first wash.
1160,T-shirt,4,Color faded after first wash.
1160,Jeans,5,"Great quality, loved it!"
1160,Shorts,3,Perfect for summer.
1161,Pants,5,Perfect for summer.
1161,Dress,3,Not worth the price.
1162,Blouse,4,Fabric is soft and comfortable.
1162,Jacket,4,Highly recommended!
1163,Skirt,5,Fabric is soft and comfortable.
1164,Dress,3,Color faded after first wash.
1165,Jacket,1,Amazing fit and stylish.
1165,Jacket,3,Not worth the price.
1166,T-shirt,3,Amazing fit and stylish.
1166,Sweater,3,"Great quality, loved it!"
1167,Sweater,1,Highly recommended!
1167,Jeans,5,Would buy again!
1167,Shirt,5,Not worth the price.
1167,Sweater,3,Color faded after first wash.
1168,Jacket,4,Would buy again!
1168,Blouse,5,Perfect for summer.
1168,Blouse,3,Fabric is soft and comfortable.
1169,Shirt,3,Material feels cheap.
1169,Jeans,5,Color faded after first wash.
1170,Jacket,4,Color faded after first wash.
1170,Pants,2,Would buy again!
1170,T-shirt,5,Amazing fit and stylish.
1171,Shirt,4,Color faded after first wash.
1171,Pants,1,Would buy again!
1172,Jacket,5,Amazing fit and stylish.
1173,Dress,4,Would buy again!
1174,Pants,2,Color faded after first wash.
1174,T-shirt,4,"Great quality, loved it!"
1175,Dress,2,Not worth the price.
1175,Pants,3,Not worth the price.
1176,Dress,5,Material feels cheap.
1176,Shirt,1,Not worth the price.
1176,Shorts,1,Size was too small.
1177,Dress,4,Color faded after first wash.
1178,T-shirt,1,"Great quality, loved it!"
1178,Dress,4,Size was too small.
1178,Pants,4,Highly recommended!
1179,Dress,4,Not worth the price.
1180,Dress,1,Perfect for summer.
1181,Dress,2,Fabric is soft and comfortable.
1181,Shirt,1,Perfect for summer.
1181,Blouse,3,Amazing fit and stylish.
1181,Blouse,3,Not worth the price.
1182,Pants,5,Would buy again!
1182,Dress,2,Fabric is soft and comfortable.
1183,Skirt,5,Material feels cheap.
1183,Dress,3,Color faded after first wash.
1183,T-shirt,1,Fabric is soft and comfortable.
1183,Blouse,2,Color faded after first wash.
1184,Blouse,4,Would buy again!
1184,Shirt,1,Would buy again!
1184,Sweater,5,Color faded after first wash.
1185,Skirt,1,Amazing fit and stylish.
1185,T-shirt,3,Color faded after first wash.
1186,Sweater,3,Perfect for summer.
1186,Dress,4,Perfect for summer.
1187,Shorts,4,Size was too small.
1188,Skirt,1,Amazing fit and stylish.
1188,Jacket,4,Perfect for summer.
1188,Jeans,1,Not worth the price.
1189,Jacket,3,Not worth the price.
1190,Jacket,4,Color faded after first wash.
1191,Shorts,2,"Great quality, loved it!"
1191,Dress,4,Would buy again!
1191,Pants,4,Highly recommended!
1191,Shirt,2,Fabric is soft and comfortable.
1192,Blouse,1,Would buy again!
1193,Pants,5,"Great quality, loved it!"
1193,Sweater,2,"Great quality, loved it!"
1194,Shorts,2,Color faded after first wash.
1194,Shirt,1,Would buy again!
1194,Pants,5,Would buy again!
1195,Jacket,4,Color faded after first wash.
1196,Sweater,2,Fabric is soft and comfortable.
1196,Shorts,2,Perfect for summer.
1196,Sweater,1,Color faded after first wash.
1197,T-shirt,5,"Great quality, loved it!"
1197,Jeans,1,Would buy again!
1197,Dress,2,Color faded after first wash.
1197,T-shirt,3,Would buy again!
1198,Jeans,4,Size was too small.
1199,T-shirt,1,Size was too small.
1199,Skirt,4,Size was too small.
1199,Jacket,4,Would buy again!
1200,Skirt,3,Perfect for summer.
1200,Shorts,3,Highly recommended!
1201,Skirt,5,Not worth the price.
1202,Shirt,4,Fabric is soft and comfortable.
1202,Shorts,5,Material feels cheap.
1203,Shorts,5,Not worth the price.
1203,Dress,3,Fabric is soft and comfortable.
1203,T-shirt,3,Material feels cheap.
1204,Skirt,4,Color faded after first wash.
1204,Pants,5,Fabric is soft and comfortable.
1204,Shirt,1,Color faded after first wash.
1204,Pants,2,Highly recommended!
1205,Sweater,1,Highly recommended!
1206,Shirt,2,Material feels cheap.
1206,Jacket,3,Fabric is soft and comfortable.
1206,Pants,4,Fabric is soft and comfortable.
1207,Blouse,1,Fabric is soft and comfortable.
1208,Sweater,2,Amazing fit and stylish.
1208,Jeans,5,Material feels cheap.
1208,Shorts,1,Would buy again!
1208,Shorts,3,Size was too small.
1209,Blouse,2,Color faded after first wash.
1209,Sweater,2,Color faded after first wash.
1210,Dress,1,Perfect for summer.
1211,Jeans,4,Size was too small.
1211,Jacket,3,Fabric is soft and comfortable.
1211,Jeans,5,Size was too small.
1212,Blouse,3,"Great quality, loved it!"
1213,Shirt,4,Size was too small.
1213,T-shirt,5,Size was too small.
1214,Sweater,1,Color faded after first wash.
1215,Jeans,1,Size was too small.
1215,Skirt,4,Color faded after first wash.
1216,Pants,1,Color faded after first wash.
1217,Pants,1,Would buy again!
1218,Sweater,5,Size was too small.
1218,Shirt,4,Amazing fit and stylish.
1218,Blouse,3,Size was too small.
1218,Shorts,3,"Great quality, loved it!"
1219,T-shirt,5,Fabric is soft and comfortable.
1220,Shirt,3,Not worth the price.
1221,Blouse,5,Amazing fit and stylish.
1222,Shorts,5,Size was too small.
1223,Pants,1,"Great quality, loved it!"
1223,Dress,1,Size was too small.
1223,Sweater,4,Highly recommended!
1224,Shirt,3,Amazing fit and stylish.
1225,Dress,3,Perfect for summer.
1226,Pants,3,Size was too small.
1227,Dress,1,Material feels cheap.
1227,T-shirt,1,Color faded after first wash.
1227,Shorts,5,Size was too small.
1228,Shirt,3,Color faded after first wash.
1229,Dress,3,Material feels cheap.
1229,Shorts,4,Color faded after first wash.
1229,Blouse,4,Fabric is soft and comfortable.
1229,Blouse,4,Perfect for summer.
1230,Shirt,2,Amazing fit and stylish.
1230,Pants,4,Not worth the price.
1231,Shorts,2,Highly recommended!
1232,Pants,2,Size was too small.
1232,Shorts,3,Not worth the price.
1232,Dress,3,Size was too small.
1233,Shorts,5,Size was too small.
1233,Jeans,5,Fabric is soft and comfortable.
1234,Pants,4,Perfect for summer.
1234,Blouse,5,Perfect for summer.
1235,Shirt,3,Perfect for summer.
1236,Shorts,3,Would buy again!
1236,Jacket,1,Perfect for summer.
1236,Skirt,3,Amazing fit and stylish.
1237,T-shirt,2,Size was too small.
1238,Pants,5,Perfect for summer.
1239,Blouse,3,Size was too small.
1240,Shorts,4,Fabric is soft and comfortable.
1241,Pants,1,Material feels cheap.
1241,Jeans,3,Would buy again!
1242,Blouse,5,Highly recommended!
1242,Shirt,1,Amazing fit and stylish.
1242,Blouse,5,"Great quality, loved it!"
1243,Jacket,4,Highly recommended!
1243,Jeans,1,Fabric is soft and comfortable.
1243,Blouse,2,Would buy again!
1244,Pants,3,Size was too small.
1245,Skirt,5,"Great quality, loved it!"
1245,Shirt,2,Amazing fit and stylish.
1245,Blouse,3,Size was too small.
1245,Shirt,4,Fabric is soft and comfortable.
1246,Blouse,2,Fabric is soft and comfortable.
1247,Skirt,2,Fabric is soft and comfortable.
1247,Shorts,5,Material feels cheap.
1248,Shirt,1,Would buy again!
1249,Jeans,5,Highly recommended!
1249,T-shirt,4,Amazing fit and stylish.
1249,Jacket,1,Highly recommended!
1250,T-shirt,2,Would buy again!
1250,Pants,3,"Great quality, loved it!"
1250,Pants,3,Size was too small.
1251,Shorts,1,Size was too small.
1251,T-shirt,2,Perfect for summer.
1251,Jeans,4,Would buy again!
1251,Pants,4,Not worth the price.
1252,Pants,4,Amazing fit and stylish.
1253,Jacket,2,Fabric is soft and comfortable.
1253,Jacket,5,Fabric is soft and comfortable.
1253,Sweater,4,Size was too small.
1253,T-shirt,3,Not worth the price.
1254,Skirt,3,Fabric is soft and comfortable.
1255,Pants,1,Size was too small.
1256,Blouse,3,Size was too small.
1257,Pants,2,Would buy again!
1257,Sweater,1,Fabric is soft and comfortable.
1257,Shorts,4,Color faded after first wash.
1258,Jacket,2,"Great quality, loved it!"
1259,Dress,3,Perfect for summer.
1259,Jeans,5,Color faded after first wash.
1260,T-shirt,1,Amazing fit and stylish.
1260,Jacket,5,Perfect for summer.
1261,T-shirt,1,Highly recommended!
1262,Skirt,1,Color faded after first wash.
1262,Shirt,5,Amazing fit and stylish.
1262,Jeans,2,Color faded after first wash.
1262,Dress,3,"Great quality, loved it!"
1263,Dress,1,Highly recommended!
1263,Jeans,2,Would buy again!
1264,Jeans,4,Amazing fit and stylish.
1264,T-shirt,2,Fabric is soft and comfortable.
1264,Blouse,3,Color faded after first wash.
1265,Shorts,3,Fabric is soft and comfortable.
1265,Dress,5,Perfect for summer.
1265,Blouse,3,Size was too small.
1265,Sweater,2,Fabric is soft and comfortable.
1266,T-shirt,4,Color faded after first wash.
1266,Skirt,5,Size was too small.
1266,Dress,2,Would buy again!
1266,Sweater,3,Material feels cheap.
1267,T-shirt,4,Highly recommended!
1267,Jeans,3,Amazing fit and stylish.
1267,Skirt,2,Perfect for summer.
1268,Dress,5,"Great quality, loved it!"
1269,Shorts,4,Fabric is soft and comfortable.
1269,Pants,3,Amazing fit and stylish.
1269,Pants,4,Fabric is soft and comfortable.
1270,Dress,3,"Great quality, loved it!"
1270,Blouse,5,Size was too small.
1270,T-shirt,3,Fabric is soft and comfortable.
1271,Jeans,4,Not worth the price.
1272,Shorts,3,Perfect for summer.
1272,Jeans,3,Perfect for summer.
1272,Blouse,2,Not worth the price.
1272,Jacket,5,Fabric is soft and comfortable.
1273,T-shirt,1,Material feels cheap.
1273,Pants,3,Size was too small.
1274,Jacket,4,Not worth the price.
1275,Shorts,1,Fabric is soft and comfortable.
1276,Shirt,2,Fabric is soft and comfortable.
1276,Jacket,4,Highly recommended!
1276,Pants,2,"Great quality, loved it!"
1277,Pants,5,"Great quality, loved it!"
1277,Shorts,4,Size was too small.
1277,Jeans,5,Perfect for summer.
1277,Skirt,3,Would buy again!
1278,Pants,4,Fabric is soft and comfortable.
1278,T-shirt,4,Would buy again!
1278,Jeans,2,Fabric is soft and comfortable.
1278,Sweater,3,Fabric is soft and comfortable.
1279,Blouse,3,Would buy again!
1280,Blouse,2,Material feels cheap.
1281,Shirt,2,Would buy again!
1281,Shirt,1,Not worth the price.
1281,Shirt,1,Fabric is soft and comfortable.
1281,Blouse,3,Material feels cheap.
1282,Jeans,1,"Great quality, loved it!"
1282,Skirt,2,"Great quality, loved it!"
1282,Skirt,3,Highly recommended!
1282,Shorts,5,Not worth the price.
1283,Pants,4,Fabric is soft and comfortable.
1283,Sweater,4,Perfect for summer.
1283,Blouse,1,Highly recommended!
1283,Jeans,2,Would buy again!
1284,Dress,4,Would buy again!
1285,Sweater,4,Fabric is soft and comfortable.
1286,Skirt,1,"Great quality, loved it!"
1287,Shorts,1,Fabric is soft and comfortable.
1288,Blouse,1,Would buy again!
1288,Jeans,5,Not worth the price.
1288,Sweater,5,Size was too small.
1288,Sweater,2,Highly recommended!
1289,T-shirt,5,Material feels cheap.
1289,Sweater,2,Highly recommended!
1289,Shorts,2,"Great quality, loved it!"
1289,Jacket,2,Material feels cheap.
1290,Shorts,2,Highly recommended!
1291,Jacket,4,Size was too small.
1292,Shorts,3,Size was too small.
1292,Sweater,5,Perfect for summer.
1292,T-shirt,1,Color faded after first wash.
1292,Pants,2,Not worth the price.
1293,Shirt,2,Color faded after first wash.
1293,Jeans,1,Fabric is soft and comfortable.
1293,Dress,3,Size was too small.
1293,Shorts,1,Would buy again!
1294,Shorts,1,Fabric is soft and comfortable.
1295,Blouse,4,Size was too small.
1296,Jacket,5,"Great quality, loved it!"
1297,Blouse,4,"Great quality, loved it!"
1297,Pants,4,Would buy again!
1297,Jeans,1,Fabric is soft and comfortable.
1298,Jeans,1,Would buy again!
1298,Blouse,2,Amazing fit and stylish.
1299,Shirt,3,Amazing fit and stylish.
1300,T-shirt,3,Perfect for summer.
1301,Sweater,5,Highly recommended!
1302,Shirt,3,Amazing fit and stylish.
1303,Sweater,2,Color faded after first wash.
1303,Jacket,1,Perfect for summer.
1303,Sweater,3,Color faded after first wash.
1303,Shirt,3,Perfect for summer.
1304,Shorts,2,Fabric is soft and comfortable.
1305,Jeans,5,Would buy again!
1305,Shorts,5,"Great quality, loved it!"
1305,Skirt,2,Fabric is soft and comfortable.
1305,Blouse,1,Size was too small.
1306,Blouse,4,"Great quality, loved it!"
1306,T-shirt,5,Perfect for summer.
1306,Sweater,4,"Great quality, loved it!"
1306,Blouse,3,Highly recommended!
1307,Jacket,5,Not worth the price.
1307,T-shirt,5,Would buy again!
1307,Sweater,2,Would buy again!
1307,Shirt,3,Highly recommended!
1308,Shirt,5,Not worth the price.
1308,Blouse,3,Would buy again!
1308,Shorts,1,Material feels cheap.
1309,Shirt,1,Would buy again!
1310,Shirt,2,"Great quality, loved it!"
1311,Jeans,3,Amazing fit and stylish.
1311,Jeans,4,Material feels cheap.
1311,Skirt,4,Not worth the price.
1312,Skirt,4,"Great quality, loved it!"
1312,Jacket,4,Amazing fit and stylish.
1312,Blouse,4,Size was too small.
1312,Dress,3,Amazing fit and stylish.
1313,Blouse,2,Color faded after first wash.
1314,Shirt,4,Amazing fit and stylish.
1314,Pants,5,Highly recommended!
1314,Dress,1,Size was too small.
1314,Shirt,3,Perfect for summer.
1315,Dress,3,Amazing fit and stylish.
1316,Sweater,2,"Great quality, loved it!"
1316,Skirt,2,Not worth the price.
1316,Sweater,1,Fabric is soft and comfortable.
1317,Skirt,2,Amazing fit and stylish.
1318,T-shirt,5,Fabric is soft and comfortable.
1319,Shorts,2,"Great quality, loved it!"
1320,Blouse,5,Amazing fit and stylish.
1321,Jacket,2,Would buy again!
1322,Sweater,3,Would buy again!
1322,Blouse,2,Not worth the price.
1322,Jacket,3,Size was too small.
1322,Skirt,3,Would buy again!
1323,Pants,4,Size was too small.
1324,Dress,5,Fabric is soft and comfortable.
1325,Shirt,5,Color faded after first wash.
1326,Jeans,4,Color faded after first wash.
1326,Jacket,4,Would buy again!
1326,Pants,2,Not worth the price.
1327,Shirt,3,Material feels cheap.
1328,Jacket,1,Material feels cheap.
1329,Shorts,3,Highly recommended!
1330,Dress,4,Would buy again!
1330,Pants,1,Fabric is soft and comfortable.
1331,Shirt,3,"Great quality, loved it!"
1332,T-shirt,5,Color faded after first wash.
1332,Shorts,5,Perfect for summer.
1332,Sweater,4,Perfect for summer.
1332,Shorts,5,Color faded after first wash.
1333,Skirt,5,Highly recommended!
1334,Jacket,5,Color faded after first wash.
1335,Shirt,5,Size was too small.
1335,Dress,1,Would buy again!
1335,Sweater,4,Fabric is soft and comfortable.
1335,Jacket,1,Amazing fit and stylish.
1336,Shirt,5,Would buy again!
1336,Jeans,1,Would buy again!
1337,Pants,2,Highly recommended!
1338,Skirt,3,Fabric is soft and comfortable.
1338,Shirt,5,Would buy again!
1339,Shorts,2,Would buy again!
